Organism group,Isolation_source,Isolation_source_1,Isolation type,Strain,Scientific name,Level,Assembly,Contigs,Collection date,Source type,Location,Host,Species TaxID,TaxID,Create date,Isolate identifiers,Host disease,Virulence genotypes,BioProject,K-mer group,Food origin
Providencia alcalifaciens,blood,blood,clinical,AOUC-001,Proteus mirabilis,Complete Genome,GCA_001640985.1,1,2013/2/11,,Italy:Florence,Homo sapiens,584,584,2016-05-09T18:54:04Z,"""AOUC-001"",""SRS1405678""",bloodstream infection,,PRJNA318385,PDG000000021.1033,
Providencia alcalifaciens,blood,blood,clinical,XH983,Proteus mirabilis,Complete Genome,GCA_025264285.1,2,2014/12/10,,China: Hangzhou,Homo sapiens,584,584,2022-09-19T15:09:33Z,"""XH983""",septicemia,,PRJNA487687,PDG000000021.1033,
Providencia alcalifaciens,blood,blood,clinical,PM32,Proteus mirabilis,Complete Genome,GCA_033439945.1,1,2021/9/2,,China:Hangzhou,Homo sapiens,584,584,2023-11-08T13:56:08Z,"""PM32""",,,PRJNA1031381,PDG000000021.1033,
Providencia alcalifaciens,blood,blood,clinical,PM1164,Proteus mirabilis,Complete Genome,GCA_035919645.1,2,23-Aug,,"China: zhuhai, Guangdong",patient,584,584,2024-01-22T13:39:24Z,"""PM1164""",septicemia,,PRJNA1050411,PDG000000021.1033,
Pseudomonas aeruginosa,blood,blood,clinical,Pa1242,Pseudomonas aeruginosa,Complete Genome,GCA_002205375.1,1,2014/5/2,,Mexico: Mexico city,Homo sapiens,287,287,2017-06-22T17:52:12Z,"""Pa1242""",Chiari malformation,,PRJNA389181,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,Pa1207,Pseudomonas aeruginosa,Complete Genome,GCA_002208645.1,1,2012/6/27,,Mexico: Mexico city,Homo sapiens,287,287,2017-06-26T21:25:06Z,"""Pa1207""",Comunity-adquired pneumonia,,PRJNA389181,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,PABL048,Pseudomonas aeruginosa,Complete Genome,GCA_003411785.2,2,1-May,,"USA: Chicago, Illinois",Homo sapiens,287,287,2019-04-18T17:52:06Z,"""PABL048""",Bacteremia,,PRJNA485889,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,PABL012,Pseudomonas aeruginosa,Complete Genome,GCA_003429185.1,1,Oct-99,,"USA: Chicago, Illinois",Homo sapiens,287,287,2018-08-28T11:51:21Z,"""PABL012""",Bacteremia,,PRJNA485889,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,PABL017,Pseudomonas aeruginosa,Complete Genome,GCA_003429205.1,1,Jan-00,,"USA: Chicago, Illinois",Homo sapiens,287,287,2018-08-28T11:51:31Z,"""PABL017""",Bacteremia,,PRJNA485889,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,24Pae112,Pseudomonas aeruginosa,Complete Genome,GCA_003433235.1,1,2015/3/5,,Colombia,Homo sapiens,287,287,2018-08-30T17:51:08Z,"""24Pae112"",""SRS2660607""",Sepsis,,PRJNA416504,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,BA7823,Pseudomonas aeruginosa,Complete Genome,GCA_003626935.2,1,2017/3/16,,India,Homo sapiens,287,287,2019-06-24T14:36:40Z,"""BA7823"",""BA7823_2017""",Bacteraemia,,PRJNA493550,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,PAC6,Pseudomonas aeruginosa,Complete Genome,GCA_013201095.1,1,2004,,Taiwan,Homo sapiens,287,287,2020-05-31T12:57:07Z,"""PAC6""",,,PRJNA633788,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,PAC1,Pseudomonas aeruginosa,Complete Genome,GCA_013201115.1,1,2003,,Taiwan,Homo sapiens,287,287,2020-05-31T12:59:06Z,"""PAC1""",,,PRJNA633788,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,YT12746,Pseudomonas aeruginosa,Complete Genome,GCA_013305645.2,1,2012,,China: Hunan,Homo sapiens,287,287,2020-12-30T20:17:20Z,"""YT12746""",Hematencephalon,,PRJNA579258,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,152962,Pseudomonas aeruginosa,Complete Genome,GCA_016811975.1,1,2015/7/1,,France: Paris,Homo sapiens,287,287,2021-02-07T13:51:06Z,"""152962""",Sepsis,,PRJNA548476,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,PARM801,Pseudomonas aeruginosa,Complete Genome,GCA_016864415.1,1,2016,,China: Beijing,Homo sapiens,287,287,2021-02-11T12:59:23Z,"""PARM801""",acute pulmonary infection,,PRJNA328898,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,B17416,Pseudomonas aeruginosa,Complete Genome,GCA_016925455.1,4,2014,,India: Vellore,Homo sapiens,287,287,2021-02-24T13:13:07Z,"""B17416"",""Complete genome of MDR Pseudomonas aeruginosa B17416""",Bacteremia,,PRJNA701855,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,B17932,Pseudomonas aeruginosa,Complete Genome,GCA_016925475.1,3,2014,,India: Vellore,Homo sapiens,287,287,2021-02-24T13:13:13Z,"""B17932"",""Complete genome of MDR Pseudomonas aeruginosa B17932""",Bacteremia,,PRJNA701857,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,TL3773,Pseudomonas aeruginosa,Complete Genome,GCA_019379355.1,2,2018/5/23,,China,Homo sapiens,287,287,2021-07-28T12:06:23Z,"""TL3773""","severe sepsis, urinary tract infection and lung infection",,PRJNA748735,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,SE5431,Pseudomonas aeruginosa,Complete Genome,GCA_021497405.1,1,2012,,China: Suzhou,Homo sapiens,287,287,2022-01-18T15:00:10Z,"""SE5431""",,,PRJNA638494,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,14182,Pseudomonas aeruginosa,Complete Genome,GCA_022424055.2,1,2018/1/1,,Brazil,Homo sapiens,287,287,2024-02-03T04:10:10Z,"""14182"",""P4408""",Not collected,,PRJNA761695,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,PA1_NCHU,Pseudomonas aeruginosa,Complete Genome,GCA_022670795.1,1,2019,,Taiwan,Homo sapiens,287,287,2022-03-22T11:57:07Z,"""PA1_NCHU"",""PA1_NCHU22""",septicemia,,PRJNA815903,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,34Pae8,Pseudomonas aeruginosa,Complete Genome,GCA_023093975.1,2,17-May,,Colombia: Bogota,Homo sapiens,287,287,2022-04-24T11:58:07Z,"""34Pae8""",Bacterial infectious disease,,PRJNA826526,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,Pa3,Pseudomonas aeruginosa,Complete Genome,GCA_025723085.1,1,2018,,Belgium,Homo sapiens,287,287,2022-10-17T11:53:10Z,"""Pa3"",""Pseudomonas aeruginosa Pa3 - 27787219""",Sepsis,,PRJNA776240,PDG000000036.1506,
Pseudomonas aeruginosa,blood,blood,clinical,NF143349,Pseudomonas aeruginosa,Complete Genome,GCA_027359235.1,2,2022,,China: Guangzhou,Homo sapiens,287,287,2022-12-27T12:52:32Z,"""143349"",""NF143349""",infection,,PRJNA913466,PDG000000036.1506,
Salmonella enterica,blood,blood,clinical,BKQZM9,Salmonella enterica subsp. enterica serovar Typhimurium,Complete Genome,GCA_014250355.1,3,2018,,Malawi,Homo sapiens,28901,90371,2020-08-19T12:00:17Z,"""BKQZM9"",""SRS7195625""",iNTS,"avrA=COMPLETE,gtgA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sodC1=COMPLETE,spvD=COMPLETE,sseK2=COMPLETE,sseK3=COMPLETE,sspH2=COMPLETE",PRJNA656707,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,D7795,Salmonella enterica subsp. enterica serovar Enteritidis,Complete Genome,GCA_015240855.1,3,2000,,Malawi,Homo sapiens,28901,149539,2020-11-05T13:40:28Z,"""D7795"",""SRS7623959""",iNTS,"avrA=COMPLETE,gtgA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=PARTIAL,sodC1=COMPLETE,spvD=COMPLETE,sspH2=COMPLETE",PRJNA671837,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,CP255,Salmonella enterica subsp. enterica serovar Enteritidis,Complete Genome,GCA_015240995.1,3,1991,,Democratic Republic of the Congo,Homo sapiens,28901,149539,2020-11-05T13:42:39Z,"""CP255"",""SRS7623962""",iNTS,"avrA=COMPLETE,gtgA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=PARTIAL,sodC1=COMPLETE,spvD=COMPLETE,sspH2=COMPLETE",PRJNA671837,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,A1636,Salmonella enterica subsp. enterica serovar Enteritidis,Complete Genome,GCA_015241115.1,3,1998,,Malawi,Homo sapiens,28901,149539,2020-11-05T13:44:28Z,"""A1636"",""SRS7623961""",iNTS,"avrA=COMPLETE,gtgA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=PARTIAL,sodC1=COMPLETE,spvD=COMPLETE,sseK3=COMPLETE,sspH2=COMPLETE",PRJNA671837,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,679,Salmonella enterica subsp. enterica,Complete Genome,GCA_021545725.1,4,19-Oct,,China: Guangdong,Homo sapiens,28901,59201,2022-01-21T17:52:07Z,"""679""",,"avrA=COMPLETE,cdtB=COMPLETE,invA=COMPLETE,iroB=MISTRANSLATION,iroC=COMPLETE,sinH=COMPLETE",PRJNA686142,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,661,Salmonella enterica subsp. enterica,Complete Genome,GCA_021545805.1,4,19-Oct,,China: Guangdong,Homo sapiens,28901,59201,2022-01-21T18:52:07Z,"""661""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE",PRJNA686140,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,180135033,Salmonella enterica subsp. enterica serovar Muenchen,Complete Genome,GCA_022559825.1,2,2018,,"Israel: Sheba medical cneter, Tel Hashomer",Homo sapiens,28901,596,2022-03-14T15:55:07Z,"""180135033"",""SMN_180135033""",Salmonella gastroenteritis,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sodC1=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA785151,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,R18.1630,Salmonella enterica subsp. enterica serovar Enteritidis,Complete Genome,GCA_024266125.1,4,2018,,Taiwan: Taichung City,Homo sapiens,28901,149539,2022-07-14T11:52:09Z,"""R18.1630""",not collected,"avrA=COMPLETE,gtgA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=PARTIAL,sodC1=COMPLETE,spvD=COMPLETE,sseK3=COMPLETE,sspH2=COMPLETE",PRJNA478278,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,SM_B30R,Salmonella enterica subsp. enterica serovar Mbandaka,Complete Genome,GCA_028735955.1,1,2021/12/30,,China,Homo sapiens,28901,192954,2023-02-19T12:59:09Z,"""SM_B30R"",""SM_B30Rchr""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE",PRJNA923735,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,AUSMDU00051359,Salmonella enterica,Complete Genome,GCA_029225745.1,2,1994,,Australia,Homo sapiens,28901,28901,2023-03-16T15:55:14Z,"""AUSMDU00051359"",""SRS11358931""",Acute typhoid fever,"cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=MISTRANSLATION,sspH2=COMPLETE",PRJNA319593,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,AUSMDU00049308,Salmonella enterica,Complete Genome,GCA_029748025.1,1,2020,,Samoa,Homo sapiens,28901,28901,2023-04-14T18:56:11Z,"""AUSMDU00049308"",""SRS11358994""",Acute typhoid fever,"cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=MISTRANSLATION,sspH2=COMPLETE",PRJNA319593,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,AUSMDU00049305,Salmonella enterica,Complete Genome,GCA_029748045.1,1,2020,,Samoa,Homo sapiens,28901,28901,2023-04-14T18:57:16Z,"""AUSMDU00049305"",""SRS11358992""",Acute typhoid fever,"cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=MISTRANSLATION,sspH2=COMPLETE",PRJNA319593,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,B2288,Salmonella enterica subsp. enterica serovar Typhi,Complete Genome,GCA_052059855.1,3,24-Jul,,India: Bengaluru,Homo sapiens,28901,90370,2025-08-15T19:42:57Z,"""B2288"",""STY_2288""",Typhoid fever,"cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=MISTRANSLATION,sspH2=COMPLETE",PRJNA1212325,PDG000000002.3741,
Salmonella enterica,blood,blood,clinical,BT12236,Salmonella enterica subsp. enterica serovar Typhi,Complete Genome,GCA_053048105.1,4,24-Sep,,India,Homo sapiens,28901,90370,2025-10-11T12:51:03Z,"""BT12236""",Typhoid fever,"cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=MISTRANSLATION,sspH2=COMPLETE",PRJNA1212325,PDG000000002.3741,
Salmonella enterica,blood,blood,environmental/other,SA20063285,Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285,Complete Genome,GCA_001448665.2,4,2006/7/6,,Canada: Ontario,Lacertilia,28901,1242094,2018-07-20T16:52:20Z,"""SA20063285"",""SRS908976""",,"cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,mchF=COMPLETE,sinH=COMPLETE",PRJNA177212,PDG000000002.3741,
Serratia marcescens,blood,blood,clinical,BWH-23,Serratia marcescens,Complete Genome,GCA_003032415.1,2,2012,human,USA:Boston,Homo sapiens,615,615,2018-04-04T17:35:22Z,"""0000-0054-9578"",""BWH-23"",""SRS1168599""",,,PRJNA278886,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,WVU-003,Serratia marcescens,Complete Genome,GCA_006711105.1,1,2018/7/3,,USA: Morgantown,Homo sapiens,615,615,2019-07-08T13:12:09Z,"""SM-WVU-003"",""SRS4812928"",""WVU-003""",opportunistic bacterial infectious disease,,PRJNA534503,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,WVU-004,Serratia marcescens,Complete Genome,GCA_006711125.1,1,19-Apr,,USA: Morgantown,Homo sapiens,615,615,2019-07-08T13:13:05Z,"""SRS4849011"",""WVU-004""",opportunistic bacterial infectious disease,,PRJNA545503,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,WVU-006,Serratia marcescens,Complete Genome,GCA_006711245.1,1,19-Apr,,USA: Morgantown,Homo sapiens,615,615,2019-07-08T13:15:06Z,"""SRS4849013"",""WVU-006""",opportunistic bacterial infectious disease,,PRJNA545505,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,WVU-007,Serratia marcescens,Complete Genome,GCA_006711405.1,1,19-Apr,,USA: Morgantown,Homo sapiens,615,615,2019-07-08T13:16:27Z,"""SRS4849020"",""WVU-007""",opportunistic bacterial infectious disease,,PRJNA545510,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,WVU-009,Serratia marcescens,Complete Genome,GCA_006716725.1,2,19-Apr,,USA: Morgantown,Homo sapiens,615,615,2019-07-08T13:56:46Z,"""SRS4849021"",""WVU-009""",opportunistic bacterial infectious disease,,PRJNA545512,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,WVU-010,Serratia marcescens,Complete Genome,GCA_006716825.1,1,19-Apr,,USA: Morgantown,Homo sapiens,615,615,2019-07-08T13:58:12Z,"""SRS4849018"",""WVU-010""",opportunistic bacterial infectious disease,,PRJNA545513,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,WVU-001,Serratia marcescens,Complete Genome,GCA_006838705.1,1,2018/7/1,,USA: Morgantown,Homo sapiens,615,615,2019-07-10T17:07:51Z,"""SM-WVU-001"",""SRS4807325"",""WVU-001""",opportunistic bacterial infectious disease,,PRJNA534500,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,WVU-002,Serratia marcescens,Complete Genome,GCA_006842785.1,1,2018/7/2,,USA: Morgantown,Homo sapiens,615,615,2019-07-10T17:33:48Z,"""SM-WVU-002"",""SRS4812936"",""WVU-002""",opportunistic bacterial infectious disease,,PRJNA534502,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,3024,Serratia marcescens,Complete Genome,GCA_009909365.1,3,2018/12/25,,China,Homo sapiens,615,615,2020-01-21T12:58:15Z,"""3024"",""3024-nanopore""",,,PRJNA595033,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,SER00066,Serratia marcescens,Complete Genome,GCA_016008145.2,3,2017,,"USA: Pittsburgh, Pennsylvania",Homo sapiens,615,615,2025-10-06T05:10:27Z,"""SER00066"",""SRS4053439""",not collected,,PRJNA475751,PDG000000016.884,
Serratia marcescens,blood,blood,clinical,S50079,Serratia marcescens,Complete Genome,GCA_038442725.1,4,22-Jun,,China:Beijing,Homo sapiens,615,615,2024-04-24T17:03:05Z,"""S50079"",""Serratia marcescens S50079""",,,PRJNA1044018,PDG000000016.884,
Shewanella algae,blood,blood,clinical,VGH117,Shewanella algae,Complete Genome,GCA_025643615.1,2,2015,,Taiwan,Homo sapiens,38313,38313,2022-10-11T16:23:11Z,"""S3"",""VGH117""",infection,,PRJNA490065,PDG000000084.47,
Shewanella algae,blood,blood,clinical,HIDE,Shewanella algae,Complete Genome,GCA_044357765.1,1,2015,,Taiwan,Homo sapiens,38313,38313,2024-11-04T19:53:51Z,"""791242H7"",""HIDE""",infection,,PRJNA422641,PDG000000084.47,
Staphylococcus aureus,blood,blood,clinical,Z172,Staphylococcus aureus subsp. aureus Z172,Complete Genome,GCA_000485885.1,3,2010,,Taiwan,Homo sapiens,1280,1406863,2013-10-29T13:55:18Z,"""SRS19227372"",""Z172""",Bacteremia,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=PARTIAL,lukD=COMPLETE,lukE=COMPLETE,sak=COMPLETE,sasG=PARTIAL,scn=COMPLETE,sea=COMPLETE,sek=COMPLETE,sel26=COMPLETE,selX=COMPLETE,seq=COMPLETE,splA=COMPLETE,splB=COMPLETE",PRJNA222409,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,CA15,Staphylococcus aureus,Complete Genome,GCA_001021895.1,2,2007,,Colombia,Homo sapiens,1280,1280,2015-06-08T18:52:18Z,"""CA15""",bacteremia,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,lukF-PV=COMPLETE,lukS-PV=COMPLETE,sak=COMPLETE,sasG=PARTIAL,scn=COMPLETE,sek=COMPLETE,sel26=COMPLETE,selX=COMPLETE,seq=COMPLETE,splA=COMPLETE,splB=COMPLETE,splE=COMPLETE",PRJNA246386,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,HUV05,Staphylococcus aureus,Complete Genome,GCA_001045995.2,4,2006,,Colombia,Homo sapiens,1280,1280,2015-11-06T17:22:51Z,"""HUV05"",""HUV5""",bacteremia,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,lukF-PV=COMPLETE,lukS-PV=COMPLETE,sak=COMPLETE,scn=COMPLETE,sek=COMPLETE,sel26=COMPLETE,selX=COMPLETE,seq=COMPLETE,splA=COMPLETE,splB=COMPLETE",PRJNA246401,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,HOU1444-VR,Staphylococcus aureus,Complete Genome,GCA_001278745.1,4,2012,,Brazil: Sao Paulo,Homo sapiens,1280,1280,2015-09-04T13:51:14Z,"""HOU1444-VR"",""SAMN03092273""",Bacteremia,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sak=COMPLETE,sasG=PARTIAL,scn=COMPLETE,sei=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,sep=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE,tst=COMPLETE",PRJNA262896,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,XQ,Staphylococcus aureus,Complete Genome,GCA_001444345.1,1,2009/9/18,,China: Chongqing,Homo sapiens,1280,1280,2015-11-17T14:53:07Z,"""Staphylococcus aureus XQ"",""XQ""",acute skin infections,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukE=COMPLETE,lukF-PV=COMPLETE,lukS-PV=COMPLETE,sak=COMPLETE,scn=COMPLETE,seb=COMPLETE,sei=COMPLETE,selX=COMPLETE,selZ=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=COMPLETE,sey=COMPLETE,splA=COMPLETE,splB=COMPLETE",PRJNA301649,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,ZJ5499,Staphylococcus aureus,Complete Genome,GCA_001640885.1,1,10-Mar,,China,Homo sapiens,1280,1280,2016-05-09T18:51:09Z,"""ZJ5499""",Pulmonary infection,"aur=MISTRANSLATION,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sak=COMPLETE,sasG=PARTIAL,scn=COMPLETE,sec3=COMPLETE,sei=COMPLETE,sel=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE,tst=COMPLETE",PRJNA285271,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,NCCP14558,Staphylococcus aureus,Complete Genome,GCA_001640905.1,2,2013,,Korea: Cheonju,Homo sapiens,1280,1280,2016-05-09T18:52:05Z,"""NCCP14558"",""SRS1164253"",""sequencing""",bacteremia,"aur=MISTRANSLATION,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sec3=COMPLETE,sei=COMPLETE,sel=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=PARTIAL,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE,tst=COMPLETE",PRJNA300829,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,NCCP14562,Staphylococcus aureus,Complete Genome,GCA_001640925.1,2,2013,,Korea: Cheonju,Homo sapiens,1280,1280,2016-05-09T18:53:04Z,"""NCCP14562"",""SRS1022269"",""Sequencing""",bacteremia,"aur=MISTRANSLATION,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sec3=COMPLETE,sei=COMPLETE,sel=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE,tst=COMPLETE",PRJNA300829,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,V521,Staphylococcus aureus,Complete Genome,GCA_001641025.1,2,2011,,Korea: Cheonju,Homo sapiens,1280,1280,2016-05-09T19:51:07Z,"""SRS1164254"",""Sequencing"",""V521""",bacteremia,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=PARTIAL,lukD=COMPLETE,lukE=COMPLETE,sak=COMPLETE,sasG=PARTIAL,scn=COMPLETE,sea=COMPLETE,sek=COMPLETE,sel26=COMPLETE,selX=COMPLETE,seq=COMPLETE,splA=COMPLETE,splB=COMPLETE,splE=COMPLETE",PRJNA300829,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,V605,Staphylococcus aureus,Complete Genome,GCA_001641045.1,2,2011,,Korea: Cheonju,Homo sapiens,1280,1280,2016-05-09T19:51:11Z,"""SRS1164252"",""V605"",""sequencing""",bacteremia,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=PARTIAL,lukD=COMPLETE,lukE=COMPLETE,sak=COMPLETE,sasG=PARTIAL,scn=COMPLETE,sea=COMPLETE,sek=COMPLETE,sel26=COMPLETE,selX=COMPLETE,seq=COMPLETE,splA=COMPLETE,splB=COMPLETE,splE=COMPLETE",PRJNA300829,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,FORC_027,Staphylococcus aureus,Complete Genome,GCA_001725965.1,1,2006/3/2,,South Korea: Seoul,Homo sapiens,1280,1280,2016-09-14T16:51:15Z,"""FORC_027"",""Staphylococcus aureus FORC_027""",Not reported,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukE=COMPLETE,sasG=PARTIAL,sec3=COMPLETE,sei=COMPLETE,sel=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE,tst=COMPLETE",PRJNA295337,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,FORC_045,Staphylococcus aureus,Complete Genome,GCA_002209325.1,1,2014/7/1,,South Korea: Seoul,Homo sapiens,1280,1280,2017-06-27T16:53:04Z,"""FORC_045"",""Staphylococcus aureus FORC_045""",Not reported,"aur=COMPLETE,cna=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sak=COMPLETE,scn=COMPLETE,sea=COMPLETE,seh=COMPLETE,sek=COMPLETE,seq=COMPLETE,splA=COMPLETE,splB=COMPLETE,splE=COMPLETE",PRJNA338099,PDG000000073.1057,
Staphylococcus aureus,blood,blood,clinical,CHU15-056,Staphylococcus aureus,Complete Genome,GCA_003194405.1,1,2015,,Brazil: Rio de Janeiro,Homo sapiens,1280,1280,2018-06-06T16:52:06Z,"""CHU15-056""",Bloodstream infection,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sak=COMPLETE,scn=COMPLETE,sei=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,sep=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA378176,PDG000000073.1057,
