Rank,saliency_score,OG
869,0.06656031310558319,2E3GE
870,0.1268782913684845,29JYX
871,0.14876584708690643,COG5663
872,0.1644020527601242,COG4603
873,0.1288188397884369,COG1573
874,0.15457715094089508,2E34J
875,0.13666149973869324,COG3794
876,0.11210998892784119,COG0495
877,0.09629414975643158,2DBXC
878,0.046835169196128845,COG1984
879,0.04083140939474106,2E2GV
880,0.026588786393404007,28JEA
881,0.08100713044404984,COG4485
882,0.08124804496765137,COG0554
883,0.06240091845393181,COG0645
884,0.06350747495889664,2APY8
885,0.04464075714349747,2DA30
886,0.07896341383457184,COG1950
887,0.10354185104370117,COG3880
888,0.09470745921134949,COG3959
889,0.158299058675766,COG0264
890,0.1172330379486084,COG1267
891,0.08928537368774414,COG1108
892,0.08157964050769806,2B2QS
893,0.10919275879859924,COG1523
894,0.0518658310174942,299C5
895,0.060991086065769196,COG0403
896,0.062334947288036346,COG4912
897,0.030650489032268524,COG0257
898,0.046494655311107635,2E9PH
899,0.0458415150642395,COG0150
900,0.08432361483573914,COG1989
901,0.08636743575334549,COG0421
902,0.11271442472934723,2BP1J
903,0.1005597710609436,COG4197
904,0.15634691715240479,COG2978
905,0.1483629196882248,COG1834
906,0.0903099775314331,COG0097
907,0.11281980574131012,COG4474
908,0.07683457434177399,COG0315
909,0.0890902727842331,COG0005
910,0.09264358133077621,28N5J
911,0.14487166702747345,2DPDU
912,0.1325969099998474,COG0356
913,0.13391345739364624,COG4467
914,0.1108161062002182,COG0617
915,0.10042926669120789,COG0301
916,0.09177560359239578,COG4715
917,0.10755685716867447,COG2884
918,0.09664802253246307,COG3326
919,0.09192269295454025,COG0087
920,0.12430056184530258,2DZXC
921,0.11239559948444366,COG0026
922,0.06630690395832062,COG3343
923,0.0491228923201561,COG0125
924,0.06384886056184769,COG4487
925,0.014457299374043941,COG0274
926,0.003561468794941902,COG1188
927,0.006998241413384676,2EF7A
928,0.0032492640893906355,COG0295
929,0.010719772428274155,COG0046
930,0.046046942472457886,COG1684
931,0.04631993919610977,2BEUH
932,0.060845620930194855,COG4586
933,0.06050027161836624,COG1664
934,0.042612962424755096,COG1296
935,0.017577795311808586,2DQ85
936,0.02031821757555008,2ENCU
937,0.019166750833392143,28NPT
938,0.06037868186831474,2CA78
939,0.0942014679312706,COG1406
940,0.09030665457248688,COG1158
941,0.09476068615913391,COG1190
942,0.07741562277078629,2BJ4B
943,0.11980438977479935,COG0400
944,0.1528109312057495,COG3481
945,0.1615259349346161,COG3144
946,0.14524874091148376,29S8W
947,0.11869888007640839,COG1703
948,0.10737745463848114,COG0668
949,0.11793158948421478,COG0195
950,0.06683433800935745,COG0250
951,0.060533396899700165,29T5Y
952,0.07795043289661407,COG1612
953,0.07391875982284546,COG1721
954,0.03719864785671234,COG4857
955,0.06830839812755585,COG1820
956,0.06647542119026184,COG0552
957,0.039781346917152405,COG0390
958,0.006903310306370258,COG4606
959,0.0035233970265835524,COG1298
960,0.008755668997764587,COG1544
961,0.005569354631006718,COG1409
962,0.03816450014710426,COG0407
963,0.014700882136821747,COG4227
964,0.009663194417953491,2E9CG
965,0.03535861521959305,COG0330
966,0.028291424736380577,COG1040
967,0.052480436861515045,COG4967
968,0.03266597166657448,COG2959
969,0.07949601113796234,COG1610
970,0.03210189938545227,COG0077
971,0.02181076630949974,2BFRA
972,0.023383118212223053,COG0104
973,0.006793370470404625,COG1041
974,0.0012973682023584843,2CIM3
975,0.004962976090610027,COG5522
976,0.0192831102758646,COG2411
977,0.03695537894964218,COG0233
978,0.06277558207511902,COG0343
979,0.003093112027272582,2DPQ7
980,0.038742002099752426,29SB1
981,0.013175052590668201,COG1203
982,0.07511693239212036,COG0096
983,0.10324566066265106,2954H
984,0.08983057737350464,COG0200
985,0.04626761004328728,2EHMM
986,0.004697651602327824,2E3PJ
987,0.024438567459583282,COG4347
988,0.0572427362203598,COG1323
989,0.03374941274523735,COG0114
990,0.01651817187666893,COG0320
991,0.0645090639591217,COG0670
992,0.08319130539894104,2DJZS
993,0.0755201131105423,COG0482
994,0.04933560639619827,COG2227
995,0.06244165077805519,28NRE
996,0.07169143855571747,COG1386
997,0.10013226419687271,COG2025
998,0.13510555028915405,COG1200
999,0.1218985766172409,COG1871
1000,0.05256976932287216,COG4841
1001,0.021891985088586807,COG4297
1002,0.034348927438259125,COG1954
1003,0.03459230065345764,COG0105
1004,0.07927060127258301,COG2225
1005,0.12523560225963593,COG4570
1006,0.07985822856426239,COG4086
1007,0.11930826306343079,COG0661
1008,0.138709157705307,COG5583
1009,0.14585211873054504,COG0813
1010,0.1261402815580368,COG4726
1011,0.08892720192670822,COG0168
1012,0.07733619213104248,2BYW7
1013,0.08032473176717758,COG1300
1014,0.07968352735042572,COG1321
1015,0.09517426043748856,COG1524
1016,0.07498066872358322,COG1291
1017,0.09041749686002731,COG5581
1018,0.03916993737220764,COG2894
1019,0.08869832009077072,COG0556
1020,0.06902524828910828,COG0372
1021,0.07718057930469513,COG0608
1022,0.1153830736875534,COG2262
1023,0.076718769967556,COG1605
1024,0.08319929242134094,COG2144
1025,0.07953701913356781,COG1763
1026,0.08505365252494812,COG0573
1027,0.05770529806613922,2C97Z
1028,0.05578603595495224,2EISY
1029,0.030949225649237633,COG0447
1030,0.03665824234485626,COG5401
1031,0.06303858757019043,COG1682
1032,0.020540853962302208,COG3610
1033,0.0014203719329088926,COG0101
1034,0.05653984844684601,COG0540
1035,0.06663598120212555,2DMIQ
1036,0.06274319440126419,2D61I
1037,0.0665399581193924,COG2333
1038,0.07906024158000946,COG3377
1039,0.040319524705410004,COG0093
1040,0.04444218799471855,COG1809
1041,0.04623200744390488,COG0416
1042,0.045517340302467346,COG1143
1043,0.11071459203958511,COG0555
1044,0.09326574206352234,COG0092
1045,0.09187682718038559,COG1876
1046,0.09190899133682251,COG0177
1047,0.08771508932113647,COG2865
1048,0.08010860532522202,2CH76
1049,0.09258463978767395,2CB59
1050,0.13595792651176453,COG0391
1051,0.16974686086177826,COG0796
1052,0.1621541976928711,COG4496
1053,0.14424234628677368,2EETX
1054,0.1949276328086853,COG3944
1055,0.19540365040302277,COG3345
1056,0.13445737957954407,COG3695
1057,0.12316808849573135,COG2766
1058,0.10121893137693405,2CIM4
1059,0.12206777930259705,COG0619
1060,0.08092865347862244,COG0013
1061,0.08638066053390503,COG4584
1062,0.1309308409690857,COG1027
1063,0.07734549045562744,COG2812
1064,0.06456457078456879,COG0823
1065,0.07430039346218109,2DGWP
1066,0.0746980756521225,COG0050
1067,0.06711851060390472,COG0160
1068,0.030969250947237015,COG4594
1069,0.032609693706035614,2DCPW
1070,0.05332976207137108,COG1521
1071,0.06722501665353775,COG3729
1072,0.07729756087064743,COG4537
1073,0.07990264892578125,COG0072
1074,0.03743322938680649,COG1293
1075,0.03786487877368927,2DM4F
1076,0.025342021137475967,COG1971
1077,0.06296659260988235,COG1580
1078,0.07216328382492065,arCOG10217
1079,0.025553135201334953,COG4994
1080,0.07893752306699753,COG4365
1081,0.06650424003601074,COG4666
1082,0.05532103776931763,29SZ5
1083,0.07697492837905884,2CGTU
1084,0.053981468081474304,COG3166
1085,0.0655772015452385,COG0107
1086,0.08853131532669067,COG5523
1087,0.09305459260940552,COG2099
1088,0.07786325365304947,298S5
1089,0.03396555036306381,COG0059
1090,0.02510262280702591,COG0464
1091,0.06718005239963531,COG1209
1092,0.05277620255947113,COG4187
1093,0.06648994982242584,COG0368
1094,0.08243492245674133,COG0801
1095,0.0666818618774414,COG0751
1096,0.07476766407489777,COG2359
1097,0.0858895480632782,arCOG06390
1098,0.09187939763069153,COG0325
1099,0.10203320533037186,2DIB7
1100,0.09495023638010025,COG1426
1101,0.09459058940410614,2E5KP
1102,0.08811814337968826,COG1506
1103,0.08689776062965393,2E6W2
1104,0.09641052782535553,COG3940
1105,0.07931137084960938,2D1ET
1106,0.07681450992822647,COG0864
1107,0.08546245843172073,COG2046
1108,0.08949656784534454,COG5655
1109,0.15607678890228271,2E11D
1110,0.13181957602500916,COG0100
1111,0.1687852442264557,COG2148
1112,0.14008474349975586,COG0712
1113,0.09080140292644501,29N2W
1114,0.08998227119445801,COG4329
1115,0.08545953780412674,COG2239
1116,0.08881727606058121,COG0541
1117,0.10252949595451355,COG1866
1118,0.07887033373117447,COG0159
1119,0.0634692832827568,COG1566
1120,0.05027755722403526,2AK4Z
1121,0.07887288928031921,COG4149
1122,0.07698424905538559,COG4477
1123,0.04581864923238754,COG0505
1124,0.060143936425447464,COG1799
1125,0.04341457784175873,COG1135
1126,0.06210184469819069,2E2UM
1127,0.06463631987571716,COG2364
1128,0.05032428726553917,COG3284
1129,0.01438046246767044,2DSW1
1130,0.08049948513507843,COG1494
1131,0.07391121238470078,COG0602
1132,0.049695827066898346,COG4873
1133,0.02125958725810051,COG4405
1134,0.08070497214794159,COG0340
1135,0.028521161526441574,COG3534
1136,0.0713767558336258,COG0064
1137,0.07020513713359833,COG3872
1138,0.0185391865670681,COG0248
1139,0.028901102021336555,2CFVF
1140,0.018650176003575325,COG0725
1141,0.06454536318778992,2ESBD
1142,0.02827668935060501,COG4903
1143,0.0063817305490374565,2BJCD
1144,0.004460744559764862,2C6U3
1145,0.0027718390338122845,COG0208
1146,0.010005099698901176,COG1574
1147,0.00968632847070694,COG0643
1148,0.013160819187760353,COG2834
1149,0.04288196936249733,COG0460
1150,0.035091180354356766,COG1078
1151,0.05607185512781143,COG0535
1152,0.007004369981586933,2E7S8
1153,0.0011291047558188438,2DK91
1154,0.00223354808986187,COG3568
1155,0.004530245903879404,2BJ57
1156,0.009326259605586529,COG1536
1157,0.001992707373574376,COG2860
1158,0.03676672652363777,COG0307
1159,0.006054095923900604,COG0148
1160,0.02840886265039444,COG4942
1161,0.013684476725757122,29TKH
1162,0.012054754421114922,COG3541
1163,0.046211957931518555,COG2942
1164,0.047544196248054504,COG1520
1165,0.05865345895290375,COG4677
1166,0.04932546615600586,COG3618
1167,0.0740455836057663,COG5658
1168,0.035296302288770676,COG0126
1169,0.026857197284698486,COG1004
1170,0.04419520124793053,COG1970
1171,0.004269494209438562,2DRAT
1172,0.027587424963712692,COG0587
1173,0.04462571069598198,COG0414
1174,0.001435709884390235,COG3424
1175,0.018050245940685272,COG0850
1176,0.0016801082529127598,2EQX8
1177,0.024314144626259804,2DBB1
1178,0.0684894472360611,COG1719
1179,0.05863383412361145,COG0197
1180,0.0768124908208847,COG3177
1181,0.07734253257513046,COG0787
1182,0.0812440812587738,COG0506
1183,0.12921729683876038,COG1765
1184,0.07748764753341675,COG1219
1185,0.08598142862319946,2BYD3
1186,0.11437615752220154,COG0109
1187,0.07568227499723434,2C8ZA
1188,0.06467922031879425,COG1197
1189,0.08186100423336029,COG3239
1190,0.07071944326162338,COG0083
1191,0.05958610400557518,28ZK3
1192,0.06550775468349457,COG3786
1193,0.06363696604967117,COG1903
1194,0.06352072954177856,COG0373
1195,0.0718507170677185,COG3090
1196,0.05704272910952568,2BRI9
1197,0.05598868802189827,COG0089
1198,0.028384029865264893,COG1117
1199,0.10010252892971039,2BNQS
1200,0.0887875109910965,COG5405
1201,0.14583145081996918,COG2243
1202,0.13173066079616547,COG1803
1203,0.11866709589958191,COG0074
1204,0.10308098793029785,COG4972
1205,0.04165861755609512,COG0302
1206,0.04476460814476013,COG2094
1207,0.06255164742469788,COG2102
1208,0.009831458330154419,COG4779
1209,0.021079257130622864,COG0098
1210,0.052146025002002716,COG3480
1211,0.06832754611968994,COG1481
1212,0.08568567037582397,COG3870
1213,0.0707586258649826,COG4468
1214,0.07620538771152496,COG0576
1215,0.05118730291724205,COG1868
1216,0.0792836993932724,2FIMQ
1217,0.09013104438781738,COG2145
1218,0.098565012216568,COG3547
1219,0.08947832882404327,COG4814
1220,0.13762499392032623,COG1857
1221,0.07357112318277359,COG1963
1222,0.07044224441051483,COG0761
1223,0.060782212764024734,COG2194
1224,0.024643637239933014,COG3264
1225,0.05040416121482849,COG0458
1226,0.039083756506443024,COG3633
1227,0.042818740010261536,COG0058
1228,0.07219717651605606,COG0341
1229,0.07860617339611053,COG4282
1230,0.07844863086938858,COG2189
1231,0.09043478965759277,COG0313
1232,0.0790553092956543,COG1198
1233,0.06851182132959366,COG1477
1234,0.05613960325717926,COG0314
1235,0.08006727695465088,COG2962
1236,0.02111656963825226,2DJ69
1237,0.04288005828857422,2E71N
1238,0.022841503843665123,COG1807
1239,0.03757535666227341,COG0764
1240,0.03353584557771683,COG0776
1241,0.006062178406864405,COG0283
1242,0.013227349147200584,COG3420
1243,0.0256898645311594,COG0484
1244,0.016939397901296616,29TAE
1245,0.05913734808564186,COG2312
1246,0.07090011239051819,2DR71
1247,0.06639683246612549,COG3854
1248,0.07317936420440674,COG3226
1249,0.06304503977298737,COG1121
1250,0.07370101660490036,29SAB
1251,0.07607349753379822,COG3887
1252,0.07024786621332169,COG2322
1253,0.06093662232160568,COG1032
1254,0.043352991342544556,COG0304
1255,0.05258549377322197,29SE3
1256,0.053560998290777206,2ECT9
1257,0.08227670937776566,COG1216
1258,0.0806017816066742,COG1466
1259,0.08877864480018616,2EKVS
1260,0.08077147603034973,COG0471
1261,0.06812851130962372,2DFEB
1262,0.10250574350357056,28NMK
1263,0.16113190352916718,COG0711
1264,0.1503622978925705,COG0594
1265,0.13410228490829468,COG1688
1266,0.07096787542104721,COG0184
1267,0.1093907356262207,COG4224
1268,0.0775166004896164,COG0116
1269,0.08382296562194824,COG1825
1270,0.0715172290802002,COG0275
1271,0.07431548088788986,COG3682
1272,0.06447382271289825,COG3119
1273,0.05161567032337189,COG0051
1274,0.09363216906785965,COG1119
1275,0.06585091352462769,COG2363
1276,0.13648901879787445,COG5582
1277,0.17335918545722961,COG0518
1278,0.16371193528175354,COG0593
1279,0.1048462986946106,COG4315
1280,0.07917003333568573,COG0227
1281,0.13183918595314026,COG0303
1282,0.08300595730543137,COG3855
1283,0.08739914000034332,COG1767
1284,0.05753438174724579,COG0498
1285,0.06682814657688141,2B09D
1286,0.019976971670985222,COG0455
1287,0.05441173166036606,2BZUV
1288,0.007963068783283234,COG0669
1289,0.00805030856281519,COG4997
1290,0.04157288372516632,COG0413
1291,0.014853434637188911,COG0362
1292,0.032513655722141266,COG0123
1293,0.038049548864364624,COG0470
1294,0.009813148528337479,COG3052
1295,0.0050176652148365974,COG1438
1296,0.037833072245121,COG0194
1297,0.007604995742440224,COG0700
1298,0.030459003522992134,COG4968
1299,0.060001060366630554,COG0703
1300,0.05553950369358063,COG0509
1301,0.04919451102614403,COG1299
1302,0.06554943323135376,COG0798
1303,0.055602993816137314,28K0V
1304,0.0875169038772583,COG3011
1305,0.04954385757446289,COG2966
1306,0.04092545062303543,COG2310
1307,0.051773618906736374,29TFY
1308,0.028183558955788612,COG0102
1309,0.046826817095279694,COG0011
1310,0.032733816653490067,COG4278
1311,0.0783257856965065,COG2050
1312,0.07640857249498367,COG3663
1313,0.03192032128572464,2E1UT
1314,0.07474209368228912,COG0181
1315,0.06734085083007812,COG2133
1316,0.06918693333864212,COG0466
1317,0.03819393739104271,COG1268
1318,0.07242530584335327,COG2159
1319,0.07496977597475052,COG0173
1320,0.07236218452453613,COG1428
1321,0.06873182207345963,2EJ6V
1322,0.06796067208051682,COG1123
1323,0.07592159509658813,28IGH
1324,0.08096188306808472,COG1951
1325,0.07744558155536652,COG1235
1326,0.09564432501792908,COG0128
1327,0.1034882515668869,COG1354
1328,0.12923729419708252,COG0592
1329,0.11487837880849838,2FJEH
1330,0.1387041211128235,2DPNX
1331,0.11153735220432281,COG0049
1332,0.10475647449493408,29A5D
1333,0.09006574004888535,COG0134
1334,0.08681046962738037,COG2385
1335,0.08922480046749115,COG1744
1336,0.08694718778133392,COG4208
1337,0.08978734910488129,COG0618
1338,0.09177577495574951,COG5492
1339,0.018454967066645622,COG0236
1340,0.024353597313165665,COG4607
1341,0.037456490099430084,2E4YS
1342,0.0429227389395237,2DME1
1343,0.04996034875512123,COG1083
1344,0.058271996676921844,COG3190
1345,0.022392889484763145,COG2065
1346,0.03928597271442413,COG4262
1347,0.04336852952837944,COG2045
1348,0.04600762203335762,29STW
1349,0.05506536364555359,2E45C
1350,0.05225907266139984,COG0357
1351,0.047407105565071106,COG1358
1352,0.045438252389431,COG2963
1353,0.061679136008024216,COG4932
1354,0.07704398781061172,COG0562
1355,0.06627833843231201,COG0337
1356,0.04804898053407669,2DY5G
1357,0.0078051406890153885,2ETS7
1358,0.04413991421461105,2CD8F
1359,0.07359528541564941,COG2052
1360,0.0694681704044342,COG3434
1361,0.06434861570596695,28PN2
1362,0.058876849710941315,28I9E
1363,0.08136944472789764,2AK0S
1364,0.07538747787475586,COG0812
1365,0.1145002543926239,COG4862
1366,0.095166876912117,COG0510
1367,0.0972302183508873,COG0048
1368,0.0752827376127243,COG0396
1369,0.05723027512431145,COG4907
1370,0.032176509499549866,COG0422
1371,0.015873849391937256,COG1806
1372,0.010684266686439514,COG0289
1373,0.0371064618229866,2DQ1P
1374,0.07791957259178162,COG2302
1375,0.06953036785125732,COG1529
1376,0.0859498679637909,COG1633
1377,0.11959759145975113,COG0284
1378,0.13316388428211212,COG2155
1379,0.1345718502998352,COG2896
1380,0.13624244928359985,COG2222
1381,0.09244613349437714,29TJ7
1382,0.09344643354415894,COG0085
1383,0.10868272930383682,COG0054
1384,0.13152962923049927,COG1159
1385,0.13768936693668365,COG0066
1386,0.0883038192987442,2BWGI
1387,0.13505695760250092,COG2314
1388,0.11326929926872253,COG2086
1389,0.09636406600475311,2BT34
1390,0.07845611870288849,COG4209
1391,0.14013758301734924,COG0528
1392,0.07567228376865387,29SF7
1393,0.11223533004522324,2CGYI
1394,0.12663915753364563,COG4399
1395,0.13282692432403564,2DKJ4
1396,0.1298668384552002,COG3958
1397,0.11698417365550995,COG4851
1398,0.11363065242767334,COG0677
1399,0.09852281957864761,COG2842
1400,0.09249866753816605,COG1648
1401,0.08711646497249603,COG0020
1402,0.09544599056243896,COG0037
1403,0.09027698636054993,COG1092
1404,0.06203271448612213,COG2177
1405,0.06988926231861115,COG0622
1406,0.06866844743490219,COG1932
1407,0.05998556688427925,COG2374
1408,0.06767857074737549,COG3275
1409,0.020203325897455215,COG0371
1410,0.0674995481967926,COG0696
1411,0.06281571090221405,COG0040
1412,0.0766671895980835,COG0182
1413,0.036471009254455566,COG4098
1414,0.08739377558231354,COG0432
1415,0.08014260977506638,2DC0D
1416,0.1132141500711441,COG1207
1417,0.12107162177562714,COG3560
1418,0.07978053390979767,COG4843
1419,0.08074861019849777,COG0519
1420,0.07536531239748001,COG1038
1421,0.08813150227069855,COG3705
1422,0.06549897789955139,COG0441
1423,0.07523556053638458,2DR42
1424,0.08446156978607178,COG1217
1425,0.10645023733377457,2DM12
1426,0.04048769921064377,COG0272
1427,0.07414953410625458,COG1106
1428,0.066620834171772,COG0459
1429,0.07840168476104736,COG2241
1430,0.07975329458713531,COG0757
1431,0.08297109603881836,COG4813
1432,0.10324259102344513,COG0090
1433,0.13318392634391785,COG2096
1434,0.16339512169361115,2BZ58
1435,0.12267360836267471,2DRDP
1436,0.12211166322231293,COG2339
1437,0.1475570797920227,COG0664
1438,0.116538867354393,COG2071
1439,0.09225237369537354,COG0486
1440,0.07433251291513443,COG0067
1441,0.06958217173814774,COG0827
1442,0.09275167435407639,COG2764
1443,0.06833447515964508,COG2984
1444,0.04621434211730957,COG0462
1445,0.05212630704045296,COG3845
1446,0.03518404811620712,COG3147
1447,0.052535343915224075,28Z28
1448,0.028404589742422104,COG1164
1449,0.012836957350373268,2E7M0
1450,0.029734764248132706,COG3464
1451,0.041249118745326996,COG3449
1452,0.10170045495033264,COG1702
1453,0.06383281946182251,COG0198
1454,0.027440804988145828,COG2368
1455,0.07061898708343506,COG1420
1456,0.06583496928215027,COG0153
1457,0.03944594785571098,2C009
1458,0.06471014767885208,COG0363
1459,0.06963065266609192,COG0253
1460,0.05499093607068062,29H5Q
1461,0.017224136739969254,COG2905
1462,0.0013435020809993148,2EP01
1463,0.0006434242823161185,COG0809
1464,0.004175935406237841,COG1338
1465,0.0015351457986980677,COG1377
1466,0.0019613110926002264,COG1015
1467,0.0013177721993997693,COG0299
1468,0.0028124158270657063,COG3835
1469,0.02117229998111725,COG4325
1470,0.004814906977117062,COG0018
1471,0.014602470211684704,COG2940
1472,0.019565168768167496,COG2022
1473,0.01900113932788372,COG1575
1474,0.041552744805812836,COG1668
1475,0.05410192161798477,2E48W
1476,0.0516507551074028,COG0120
1477,0.045598044991493225,COG4976
1478,0.02706979401409626,COG0224
1479,0.006942020729184151,2EM0S
1480,0.007625667843967676,COG0062
1481,0.027603257447481155,COG3881
1482,0.037304047495126724,COG3328
1483,0.04415472596883774,2C4KY
1484,0.07919790595769882,COG1378
1485,0.0899275615811348,COG2828
1486,0.1080528274178505,28NWR
1487,0.11108288168907166,2E325
1488,0.11327971518039703,COG0078
1489,0.12780065834522247,COG0692
1490,0.10964495688676834,COG0404
1491,0.08432736247777939,COG4604
1492,0.10837330669164658,COG2073
1493,0.13042035698890686,2DR75
1494,0.14166972041130066,COG0538
1495,0.16526168584823608,COG1319
1496,0.1439872533082962,COG2149
1497,0.16424673795700073,COG3757
1498,0.146987646818161,COG1555
1499,0.11969485133886337,COG0218
1500,0.12883026897907257,COG3620
1501,0.1317884773015976,COG0364
1502,0.09809635579586029,2DM1C
1503,0.07889934629201889,COG0590
1504,0.08510437607765198,COG2270
1505,0.08254365622997284,COG0178
1506,0.07591396570205688,COG0082
1507,0.0642227753996849,COG1515
1508,0.08209413290023804,COG0319
1509,0.00532754510641098,COG4720
1510,0.06932534277439117,COG1611
1511,0.07550668716430664,COG0557
1512,0.040919229388237,COG4555
1513,0.040352120995521545,2A3QE
1514,0.04123487323522568,2DTK3
1515,0.07056915760040283,COG0099
1516,0.06778629124164581,COG4336
1517,0.07091367244720459,COG2311
1518,0.09181483089923859,COG4465
1519,0.08684851974248886,2BXP4
1520,0.06409046053886414,COG1975
1521,0.13868144154548645,2DMBD
1522,0.14441069960594177,COG1285
1523,0.09942945092916489,COG0019
1524,0.14909599721431732,COG2404
1525,0.09678405523300171,COG0108
1526,0.09047902375459671,COG1613
1527,0.08387564867734909,COG0481
1528,0.08188832551240921,COG2171
1529,0.073627769947052,COG0192
1530,0.06321753561496735,2BYTC
1531,0.06434160470962524,2E62M
1532,0.11255867779254913,COG0157
1533,0.08456498384475708,28MTE
1534,0.07632958889007568,COG0420
1535,0.07384063303470612,COG1430
1536,0.08058527112007141,COG0777
1537,0.08232437074184418,COG1923
1538,0.0938454419374466,COG2868
1539,0.09684807062149048,COG0558
1540,0.1085411012172699,COG0461
1541,0.104117751121521,COG1165
1542,0.12509000301361084,COG3091
1543,0.09846363216638565,COG3967
1544,0.06678898632526398,COG2081
1545,0.08168227970600128,2DM1P
1546,0.061377622187137604,2C5HJ
1547,0.07269689440727234,COG4109
1548,0.07026723027229309,COG0775
1549,0.07268049567937851,2DMWT
1550,0.05342605337500572,COG1791
1551,0.0787457600235939,COG2151
1552,0.048768289387226105,COG1699
1553,0.11508577316999435,29I7M
1554,0.0623600147664547,2CH8X
1555,0.09882587194442749,COG4848
1556,0.0891023725271225,2EJ9Z
1557,0.11533446609973907,COG2733
1558,0.13974344730377197,2EEZ9
1559,0.1179254874587059,COG4289
1560,0.18411767482757568,COG4886
1561,0.18778584897518158,COG1444
1562,0.19280631840229034,COG0652
1563,0.18365785479545593,COG0041
1564,0.18370561301708221,COG0080
1565,0.16549208760261536,COG0215
1566,0.1302233338356018,COG1418
1567,0.09837696701288223,COG1547
1568,0.0853155255317688,COG0571
1569,0.08669546991586685,COG0045
1570,0.0741576999425888,COG0627
1571,0.07803519815206528,COG0788
1572,0.08166880905628204,COG0728
1573,0.0991029292345047,COG4915
1574,0.07077884674072266,2CWP1
1575,0.040370870381593704,COG2321
1576,0.031507156789302826,COG4990
1577,0.061697542667388916,COG1551
1578,0.06694196164608002,2EM9P
1579,0.052791059017181396,COG3717
1580,0.07124331593513489,COG4729
1581,0.07175401598215103,COG3486
1582,0.05389798432588577,COG1671
1583,0.04448890686035156,COG1054
1584,0.06816239655017853,COG4927
1585,0.010644515976309776,COG2390
1586,0.0714726448059082,COG1562
1587,0.01881684735417366,COG2827
1588,0.0337042436003685,COG3123
1589,0.03942587226629257,COG3866
1590,0.03776683658361435,COG4733
1591,0.06348419934511185,COG1141
1592,0.08237417042255402,COG2718
1593,0.09979528933763504,COG2738
1594,0.07922455668449402,COG2210
1595,0.0790184885263443,COG0081
1596,0.06834983825683594,2FATT
1597,0.042950280010700226,COG3104
1598,0.06480622291564941,COG0674
1599,0.0019681109115481377,COG1101
1600,0.016487931832671165,29VYG
1601,0.010143822990357876,2E5UW
1602,0.006922338157892227,COG3243
1603,0.06046667695045471,COG1419
1604,0.015778759494423866,COG0249
1605,0.02940828539431095,COG0480
1606,0.02099118009209633,2DSP7
1607,0.012863518670201302,2B7W5
1608,0.05520807206630707,COG0344
1609,0.05533613637089729,29X3J
1610,0.0833665132522583,2E08A
1611,0.09032499045133591,COG0440
1612,0.09739436954259872,COG0636
1613,0.08258237689733505,COG0793
1614,0.10199161618947983,2EIBT
1615,0.0995713323354721,COG0117
1616,0.08838191628456116,COG3641
1617,0.07457635551691055,COG4320
1618,0.07479842007160187,COG0263
1619,0.06449227035045624,COG5012
1620,0.07444584369659424,29S7K
1621,0.07510662823915482,28HI8
1622,0.10421537607908249,COG4858
1623,0.07564559578895569,COG0742
1624,0.08086679875850677,COG0648
1625,0.06616517156362534,COG0633
1626,0.08356096595525742,COG0849
1627,0.06778651475906372,COG3871
1628,0.07079144567251205,2CHAT
1629,0.05624741315841675,COG0065
1630,0.0736607164144516,COG3180
1631,0.07189789414405823,COG1194
1632,0.08514397591352463,COG3594
1633,0.07019712030887604,COG4589
1634,0.09092923998832703,2CKSS
1635,0.09076209366321564,COG3476
1636,0.09177437424659729,COG3027
1637,0.03596681356430054,COG0361
1638,0.08905177563428879,COG2213
1639,0.040660418570041656,COG2088
1640,0.005359673406928778,2EH82
1641,0.0030682238284498453,COG0137
1642,0.0027904408052563667,COG4114
1643,0.018687039613723755,COG0828
1644,0.043696027249097824,COG4698
1645,0.04820644110441208,COG2011
1646,0.06186515465378761,COG3708
1647,0.062223102897405624,COG2875
1648,0.14392226934432983,COG1840
1649,0.13982996344566345,COG0350
1650,0.12183976173400879,COG0175
1651,0.0902719721198082,COG4473
1652,0.067141592502594,COG2919
1653,0.0609591118991375,COG0431
1654,0.07407093048095703,COG0231
1655,0.09248747676610947,COG1314
1656,0.12358945608139038,COG1576
1657,0.13929793238639832,COG1312
1658,0.09896263480186462,COG1256
1659,0.0978270098567009,2E327
1660,0.11014735698699951,2EG2I
1661,0.11132334172725677,COG3557
1662,0.13122153282165527,COG3694
1663,0.07440844923257828,COG1811
1664,0.0837029218673706,COG4447
1665,0.05103335902094841,COG0106
1666,0.06576842069625854,2DBV7
1667,0.06430178880691528,COG1541
1668,0.07012230902910233,COG1357
1669,0.07425591349601746,COG0507
1670,0.07820922136306763,COG0287
1671,0.08674287050962448,COG2070
1672,0.10847148299217224,COG0207
1673,0.07299986481666565,2A0PN
1674,0.07641772925853729,COG1713
1675,0.05694336071610451,COG0027
1676,0.0713251456618309,COG4682
1677,0.06401097029447556,COG2184
1678,0.06313584744930267,COG1171
1679,0.09105877578258514,COG1162
1680,0.09071838855743408,COG1057
1681,0.0932413637638092,COG0842
1682,0.0479707270860672,COG0424
1683,0.0818852111697197,COG0025
1684,0.0714346170425415,COG3859
1685,0.06752093136310577,2C5DW
1686,0.0354241281747818,2CHEV
1687,0.06790048629045486,COG0055
1688,0.06567572057247162,2DJTR
1689,0.01875617355108261,COG3334
1690,0.05079510435461998,2DR5F
1691,0.03787524998188019,COG1584
